Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,25.925,0,n/a,n/a,n/a,n/a
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,20.3067,0,n/a,n/a,n/a,n/a
BSMU,Invesco BulletShares 2030 Municipal Bond ETF,25.36,0,n/a,n/a,n/a,n/a
PKW,Invesco BuyBack Achievers ETF,68.8,0,n/a,n/a,n/a,n/a
VCV,Invesco California Value Municipal Income Trust,12.83,614112235.22,n/a,n/a,n/a,n/a
VTA,Invesco Credit Opportunities Fund,10.32,649955055.12,n/a,2007,n/a,n/a
PFM,Invesco Dividend Achievers ETF,32.3992,0,n/a,n/a,n/a,n/a
PYZ,Invesco DWA Basic Materials Momentum ETF,66.7106,0,n/a,n/a,n/a,n/a
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,72.6679,0,n/a,n/a,n/a,n/a
PSL,Invesco DWA Consumer Staples Momentum ETF,83.9025,0,n/a,n/a,n/a,n/a
PIZ,Invesco DWA Developed Markets Momentum ETF,32.25,0,n/a,n/a,n/a,n/a
PIE,Invesco DWA Emerging Markets Momentum ETF,20.95,0,n/a,n/a,n/a,n/a
PXI,Invesco DWA Energy Momentum ETF,16.1055,0,n/a,n/a,n/a,n/a
PFI,Invesco DWA Financial Momentum ETF,40.0717,0,n/a,n/a,n/a,n/a
PTH,Invesco DWA Healthcare Momentum ETF,148.65,0,n/a,n/a,n/a,n/a
PRN,Invesco DWA Industrials Momentum ETF,86.68,0,n/a,n/a,n/a,n/a
PDP,Invesco DWA Momentum ETF,83.65,0,n/a,n/a,n/a,n/a
DWAS,Invesco DWA SmallCap Momentum ETF,70.08,0,n/a,n/a,n/a,n/a
PTF,Invesco DWA Technology Momentum ETF,129.47,0,n/a,n/a,n/a,n/a
PUI,Invesco DWA Utilities Momentum ETF,31.75,0,n/a,n/a,n/a,n/a
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,28.64,0,n/a,n/a,n/a,n/a
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,140.4,0,n/a,n/a,n/a,n/a
PIO,Invesco Global Water ETF,33.97,0,n/a,n/a,n/a,n/a
PGJ,Invesco Golden Dragon China ETF,58.3,0,n/a,n/a,n/a,n/a
IHIT,Invesco High Income 2023 Target Term Fund,8.3,199680171.6,n/a,2016,n/a,n/a
IHTA,Invesco High Income 2024 Target Term Fund,8.35,73314110.55,n/a,2017,n/a,n/a
VLT,Invesco High Income Trust II,13.45,87354293.35,n/a,1989,n/a,n/a
PEY,Invesco High Yield Equity Dividend Achievers ETF,16.73,0,n/a,n/a,n/a,n/a
IPKW,Invesco International BuyBack Achievers ETF,36.5807,0,n/a,n/a,n/a,n/a
PID,Invesco International Dividend Achievers ETF,14.76,0,n/a,n/a,n/a,n/a
KBWB,Invesco KBW Bank ETF,46.69,0,n/a,n/a,n/a,n/a
KBWD,Invesco KBW High Dividend Yield Financial ETF,15.76,0,n/a,n/a,n/a,n/a
KBWY,Invesco KBW Premium Yield Equity REIT ETF,20.16,0,n/a,n/a,n/a,n/a
KBWP,Invesco KBW Property & Casualty Insurance ETF,64.622,0,n/a,n/a,n/a,n/a
KBWR,Invesco KBW Regional Banking ETF,42.8898,0,n/a,n/a,n/a,n/a
IVR,INVESCO MORTGAGE CAPITAL INC,3.32,602165992.68,n/a,2009,Consumer Services,Real Estate Investment Trusts
IVR^B,INVESCO MORTGAGE CAPITAL INC,22.96,0,n/a,n/a,n/a,n/a
IVR^C,INVESCO MORTGAGE CAPITAL INC,22.5,0,n/a,n/a,n/a,n/a
IVR^A,Invesco Mortgage Capital Inc.,23.83,0,n/a,n/a,n/a,n/a
OIA,Invesco Municipal Income Opportunities Trust,7.63,362838294.21,n/a,n/a,n/a,n/a
VMO,Invesco Municipal Opportunity Trust,12.61,850097185.47,n/a,n/a,n/a,n/a
VKQ,Invesco Municipal Trust,12.7,702566882.9,n/a,n/a,n/a,n/a
QQQM,Invesco NASDAQ 100 ETF,123.01,0,n/a,n/a,n/a,n/a
PNQI,Invesco Nasdaq Internet ETF,224,0,n/a,n/a,n/a,n/a
QQQJ,Invesco NASDAQ Next Gen 100 ETF,29.07,0,n/a,n/a,n/a,n/a
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,14.5,0,n/a,n/a,n/a,n/a
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.47,297154413.68,n/a,n/a,n/a,n/a
IVZ,Invesco Plc,16.23,7455008883.99,n/a,n/a,Finance,Investment Managers
QQQ,"Invesco QQQ Trust, Series 1",299.62,0,n/a,n/a,n/a,n/a
IQI,Invesco Quality Municipal Income Trust,12.72,672681897.84,n/a,n/a,n/a,n/a
ISDX,Invesco RAFI Strategic Developed ex-US ETF,25.5444,0,n/a,n/a,n/a,n/a
ISEM,Invesco RAFI Strategic Emerging Markets ETF,25.6,0,n/a,n/a,n/a,n/a
IUS,Invesco RAFI Strategic US ETF,30.1959,0,n/a,n/a,n/a,n/a
IUSS,Invesco RAFI Strategic US Small Company ETF,27.38,0,n/a,n/a,n/a,n/a
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,33.9928,0,n/a,n/a,n/a,n/a
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,76.8561,0,n/a,n/a,n/a,n/a
PSCC,Invesco S&P SmallCap Consumer Staples ETF,85.5723,0,n/a,n/a,n/a,n/a
PSCE,Invesco S&P SmallCap Energy ETF,3.96,0,n/a,n/a,n/a,n/a
PSCF,Invesco S&P SmallCap Financials ETF,45.32,0,n/a,n/a,n/a,n/a
PSCH,Invesco S&P SmallCap Health Care ETF,154.16,0,n/a,n/a,n/a,n/a
PSCI,Invesco S&P SmallCap Industrials ETF,74.3708,0,n/a,n/a,n/a,n/a
PSCT,Invesco S&P SmallCap Information Technology ETF,109.971,0,n/a,n/a,n/a,n/a
PSCM,Invesco S&P SmallCap Materials ETF,50.7168,0,n/a,n/a,n/a,n/a
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,51.22,0,n/a,n/a,n/a,n/a
VVR,Invesco Senior Income Trust,3.97,607532021.92,n/a,1998,n/a,n/a
VTN,Invesco Trust  for Investment Grade New York Municipal,12.64,246198797.92,n/a,n/a,n/a,n/a
VGM,Invesco Trust for Investment Grade Municipals,12.94,701675330.24,n/a,n/a,n/a,n/a
IIM,Invesco Value Municipal Income Trust,15.43,726082072.74,n/a,n/a,n/a,n/a
VRIG,Invesco Variable Rate Investment Grade ETF,24.97,0,n/a,n/a,n/a,n/a
PHO,Invesco Water Resources ETF,44.73,0,n/a,n/a,n/a,n/a
ISTR,Investar Holding Corporation,16.26,172714825.68,n/a,2014,Finance,Major Banks
CMFNL,"Investcorp Credit Management BDC, Inc.",24.625,0,n/a,n/a,n/a,n/a
ICMB,"Investcorp Credit Management BDC, Inc.",5.02,69813461.28,n/a,2014,n/a,n/a
IIAC.U,Investindustrial Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
ISBC,"Investors Bancorp, Inc.",9.68,2419207817.84,n/a,n/a,Finance,Major Banks
IRET,Investors Real Estate Trust,69.4,900527182.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts
IRET^C,Investors Real Estate Trust,26,0,n/a,n/a,n/a,n/a
ITIC,Investors Title Company,170,321709870,n/a,n/a,Finance,Specialty Insurers
NVTA,Invitae Corporation,49.65,8773140750.45,n/a,2015,Health Care,Medical Specialities
INVH,Invitation Homes Inc.,28.58,16020062634.56,n/a,2017,Finance,Real Estate
NVIV,InVivo Therapeutics Holdings Corp.,0.618,13084194.648,n/a,n/a,Health Care,Medical/Dental Instruments
INVO,"INVO BioScience, Inc.",3.24,30979156.32,n/a,n/a,Health Care,Medical/Dental Instruments
IACA,ION Acquisition Corp 1 Ltd.,10.71,346401562.5,n/a,2020,Finance,Business Services
IACA.U,ION Acquisition Corp 1 Ltd.,n/a,0,n/a,2020,n/a,n/a
IACA.WS,ION Acquisition Corp 1 Ltd.,n/a,0,n/a,n/a,n/a,n/a
IO,Ion Geophysical Corporation,1.89,28337665.86,n/a,n/a,Energy,Oil & Gas Production
IONS,"Ionis Pharmaceuticals, Inc.",50.53,7065263011.55,n/a,n/a,Health Care,Major Pharmaceuticals
IOVA,"Iovance Biotherapeutics, Inc.",38.81,5692935432.54,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPGP,IPG Photonics Corporation,207.01,11033769626.6,n/a,2006,Technology,Semiconductors
CLRG,IQ Chaikin U.S. Large Cap ETF,27.0961,0,n/a,n/a,n/a,n/a
CSML,IQ Chaikin U.S. Small Cap ETF,26.7959,0,n/a,n/a,n/a,n/a
IQ,"iQIYI, Inc.",22.36,7034208184.12,314588917,2018,Consumer Services,Consumer Electronics/Video Chains
IQV,"IQVIA Holdings, Inc.",168.99,32399739224.22,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IRMD,iRadimed Corporation,24.51,300726033.24,n/a,2014,Health Care,Medical/Dental Instruments
IRTC,"iRhythm Technologies, Inc.",244.51,7059349926.16,n/a,2016,Health Care,Medical/Dental Instruments
IRIX,IRIDEX Corporation,1.71,23764832.73,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Iridium Communications Inc,32.09,4277652258.98,n/a,n/a,Capital Goods,Telecommunications Equipment
IRBT,iRobot Corporation,78.43,2206027119.34,n/a,2005,Consumer Durables,Consumer Electronics/Appliances
IRM,Iron Mountain Incorporated,27.5,7924711987.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts
IRWD,"Ironwood Pharmaceuticals, Inc.",11.52,1844318753.28,n/a,2010,Health Care,Major Pharmaceuticals
IRS,IRSA Inversiones Y Representaciones S.A.,4.36,252302936.56,n/a,n/a,Consumer Services,Homebuilding
IRCP,IRSA Propiedades Comerciales S.A.,10,39428690,3942869,n/a,Consumer Services,Building operators
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,52.22,0,n/a,n/a,n/a,n/a
ISHG,iShares 1-3 Year International Treasury Bond ETF,83.12,0,n/a,n/a,n/a,n/a
SHY,iShares 1-3 Year Treasury Bond ETF,86.41,0,n/a,n/a,n/a,n/a
IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,55.14,0,n/a,n/a,n/a,n/a
TLT,iShares 20+ Year Treasury Bond ETF,160.02,0,n/a,n/a,n/a,n/a
IEI,iShares 3-7 Year Treasury Bond ETF,133.01,0,n/a,n/a,n/a,n/a
IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,61.72,0,n/a,n/a,n/a,n/a
IEF,iShares 7-10 Year Treasury Bond ETF,120.39,0,n/a,n/a,n/a,n/a
AIA,iShares Asia 50 ETF,81.71,0,n/a,n/a,n/a,n/a
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,62.05,0,n/a,n/a,n/a,n/a
COMT,iShares Commodities Select Strategy ETF,25.88,0,n/a,n/a,n/a,n/a
ISTB,iShares Core 1-5 Year USD Bond ETF,51.64,0,n/a,n/a,n/a,n/a
IXUS,iShares Core MSCI Total International Stock ETF,64.21,0,n/a,n/a,n/a,n/a
IUSG,iShares Core S&P U.S. Growth ETF,85.41,0,n/a,n/a,n/a,n/a
IUSV,iShares Core S&P U.S. Value ETF,60.3942,0,n/a,n/a,n/a,n/a
IUSB,iShares Core Total USD Bond Market ETF,54.65,0,n/a,n/a,n/a,n/a
HEWG,iShares Currency Hedged MSCI Germany ETF,28.77,0,n/a,n/a,n/a,n/a
HYXF,iShares ESG Advanced High Yield Corporate Bond ETF,52.47,0,n/a,n/a,n/a,n/a
DMXF,iShares ESG Advanced MSCI EAFE ETF,60.1173,0,n/a,n/a,n/a,n/a
EMXF,iShares ESG Advanced MSCI EM ETF,39.5882,0,n/a,n/a,n/a,n/a
USXF,iShares ESG Advanced MSCI USA ETF,30.2888,0,n/a,n/a,n/a,n/a
SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,26.17,0,n/a,n/a,n/a,n/a
ESGD,iShares ESG Aware MSCI EAFE ETF,70.1,0,n/a,n/a,n/a,n/a
ESGE,iShares ESG Aware MSCI EM ETF,39.47,0,n/a,n/a,n/a,n/a
ESGU,iShares ESG Aware MSCI USA ETF,83.16,0,n/a,n/a,n/a,n/a
SUSC,iShares ESG Aware USD Corporate Bond ETF,28.38,0,n/a,n/a,n/a,n/a
LDEM,iShares ESG MSCI EM Leaders ETF,57.22,0,n/a,n/a,n/a,n/a
SUSL,iShares ESG MSCI USA Leaders ETF,62.7534,0,n/a,n/a,n/a,n/a
XT,iShares Exponential Technologies ETF,54.16,0,n/a,n/a,n/a,n/a
FALN,iShares Fallen Angels USD Bond ETF,28.83,0,n/a,n/a,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,26.2,0,n/a,n/a,n/a,n/a
BGRN,iShares Global Green Bond ETF,56.07,0,n/a,n/a,n/a,n/a
IGF,iShares Global Infrastructure ETF,43,0,n/a,n/a,n/a,n/a
GNMA,iShares GNMA Bond ETF,50.96,0,n/a,n/a,n/a,n/a
IBTA,iShares iBonds Dec 2021 Term Treasury ETF,25.37,0,n/a,n/a,n/a,n/a
IBTB,iShares iBonds Dec 2022 Term Treasury ETF,25.52,0,n/a,n/a,n/a,n/a
IBTD,iShares iBonds Dec 2023 Term Treasury ETF,25.71,0,n/a,n/a,n/a,n/a
IBTE,iShares iBonds Dec 2024 Term Treasury ETF,25.94,0,n/a,n/a,n/a,n/a
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,26.095,0,n/a,n/a,n/a,n/a
IBTG,iShares iBonds Dec 2026 Term Treasury ETF,26.195,0,n/a,n/a,n/a,n/a
IBTH,iShares iBonds Dec 2027 Term Treasury ETF,26.235,0,n/a,n/a,n/a,n/a
IBTI,iShares iBonds Dec 2028 Term Treasury ETF,26.35,0,n/a,n/a,n/a,n/a
IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,26.315,0,n/a,n/a,n/a,n/a
IBTK,iShares iBonds Dec 2030 Term Treasury ETF,24.64,0,n/a,n/a,n/a,n/a
IGOV,iShares International Treasury Bond ETF,54.28,0,n/a,n/a,n/a,n/a
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,114.25,0,n/a,n/a,n/a,n/a
MBB,iShares MBS ETF,110.15,0,n/a,n/a,n/a,n/a
JKI,iShares Morningstar Mid-Cap ETF,153.131,0,n/a,n/a,n/a,n/a
ACWX,iShares MSCI ACWI ex US Index Fund,50.73,0,n/a,n/a,n/a,n/a
ACWI,iShares MSCI ACWI Index Fund,87.33,0,n/a,n/a,n/a,n/a
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,84.96,0,n/a,n/a,n/a,n/a
EWZS,iShares MSCI Brazil Small-Cap ETF,15.295,0,n/a,n/a,n/a,n/a
MCHI,iShares MSCI China ETF,79.81,0,n/a,n/a,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,64.32,0,n/a,n/a,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia ETF,83.01,0,n/a,n/a,n/a,n/a
EMXC,iShares MSCI Emerging Markets ex China ETF,52.27,0,n/a,n/a,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,16.89,0,n/a,n/a,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,57.37,0,n/a,n/a,n/a,n/a
RING,iShares MSCI Global Gold Miners ETF,28.43,0,n/a,n/a,n/a,n/a
SDG,iShares MSCI Global Impact ETF,88.26,0,n/a,n/a,n/a,n/a
EWJE,iShares MSCI Japan Equal Weighted ETF,37.74,0,n/a,n/a,n/a,n/a
EWJV,iShares MSCI Japan Value ETF,24.6757,0,n/a,n/a,n/a,n/a
ENZL,iShares MSCI New Zealand ETF,66.43,0,n/a,n/a,n/a,n/a
QAT,iShares MSCI Qatar ETF,18.06,0,n/a,n/a,n/a,n/a
TUR,iShares MSCI Turkey ETF,22.29,0,n/a,n/a,n/a,n/a
UAE,iShares MSCI UAE ETF,11.76,0,n/a,n/a,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,144.98,0,n/a,n/a,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,361.81,0,n/a,n/a,n/a,n/a
PFF,iShares Preferred and Income Securities ETF,37.73,0,n/a,n/a,n/a,n/a
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,30.7479,0,n/a,n/a,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,23.0547,0,n/a,n/a,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,23.53,0,n/a,n/a,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,72.0773,0,n/a,n/a,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,38.99,0,n/a,n/a,n/a,n/a
IJT,iShares S&P Small-Cap 600 Growth ETF,105.15,0,n/a,n/a,n/a,n/a
DVY,iShares Select Dividend ETF,93.87,0,n/a,n/a,n/a,n/a
SHV,iShares Short Treasury Bond ETF,110.67,0,n/a,n/a,n/a,n/a
ISR,"IsoRay, Inc.",0.3745,32666164.713,n/a,n/a,Health Care,Medical/Dental Instruments
ISDR,Issuer Direct Corporation,20.99,78539374.48,n/a,n/a,Miscellaneous,Publishing
STAR          ,iStar Inc.,14.1,1043074600.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts
STAR^D,iStar Inc.,25.44,0,n/a,n/a,n/a,n/a
STAR^G,iStar Inc.,25.13,0,n/a,n/a,n/a,n/a
STAR^I,iStar Inc.,25.31,0,n/a,n/a,n/a,n/a
ITP,"IT Tech Packaging, Inc.",0.6361,18138274.4576,n/a,n/a,Consumer Durables,Containers/Packaging
ITCB,Ita? CorpBanca,4.14,1414242654.84,n/a,n/a,Finance,Commercial Banks
ITMR,Itamar Medical Ltd.,19.92,87432246.48,4389169,n/a,Health Care,Medical/Dental Instruments
ITUB,Itau Unibanco Banco Holding SA,5.35,52229144393.6,n/a,n/a,Finance,Major Banks
ITOS,"iTeos Therapeutics, Inc.",26.79,938849066.82,n/a,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ITI,"Iteris, Inc.",4.88,200930735.28,n/a,n/a,Capital Goods,Telecommunications Equipment
ITRM,Iterum Therapeutics plc,0.7318,31493192.291,n/a,2018,Health Care,Major Pharmaceuticals
ITRI,"Itron, Inc.",78.61,3175601016.49,n/a,1993,Capital Goods,Electrical Products
ITT,ITT Inc.,72.63,6275232000,n/a,2011,Capital Goods,Fluid Controls
ITRN,Ituran Location and Control Ltd.,18.39,431713176.09,n/a,2005,Technology,Electronic Components
ISEE,"IVERIC bio, Inc.",6.82,610850650.08,n/a,2013,Health Care,Major Pharmaceuticals
IVH,Ivy High Income Opportunities Fund,12.72,210773389.2,n/a,2013,n/a,n/a
IZEA,"IZEA Worldwide, Inc.",0.9134,44263005.0338,n/a,n/a,Consumer Services,Advertising
JJSF,J & J Snack Foods Corp.,145.39,2755675535.2,n/a,1986,Consumer Non-Durables,Specialty Foods
JPM,J P Morgan Chase & Co,117.88,359321816000,n/a,n/a,Finance,Major Banks
JPM^C,J P Morgan Chase & Co,28.33,0,n/a,n/a,n/a,n/a
JPM^D,J P Morgan Chase & Co,27.72,0,n/a,n/a,n/a,n/a
JPM^G,J P Morgan Chase & Co,25.56,0,n/a,n/a,n/a,n/a
JPM^H,J P Morgan Chase & Co,25.81,0,n/a,n/a,Finance,Major Banks
JPM^J,J P Morgan Chase & Co,26.61,0,n/a,n/a,Finance,Major Banks
JAX,"J. Alexander&#39;s Holdings, Inc.",6.89,103832830.53,n/a,2015,Consumer Services,Restaurants
JILL,"J. Jill, Inc.",4.01,38578714.27,n/a,2017,Consumer Non-Durables,Apparel
MAYS,"J. W. Mays, Inc.",23,46362940,n/a,n/a,Consumer Services,Building operators
JBHT,"J.B. Hunt Transport Services, Inc.",135.28,14296249032.4,n/a,n/a,Transportation,Trucking Freight/Courier Services
SJM,J.M. Smucker Company (The),117.2,13371664908.8,n/a,n/a,Consumer Non-Durables,Packaged Foods
JCOM,"j2 Global, Inc.",89.61,4010816622.63,n/a,1999,Technology,Telecommunications Equipment
JBL,Jabil Inc.,38.22,5715814759.2,n/a,1993,Technology,Electrical Products
JCIC,Jack Creek Investment Corp.,n/a,0,n/a,n/a,n/a,n/a
JCICU,Jack Creek Investment Corp.,n/a,0,n/a,n/a,Finance,Business Services
JKHY,"Jack Henry & Associates, Inc.",160.86,12276219106.2,n/a,1985,Technology,EDP Services
JACK,Jack In The Box Inc.,91.99,2090283342.59,n/a,n/a,Consumer Services,Restaurants
J,Jacobs Engineering Group Inc.,107.84,13978590475.52,n/a,n/a,Basic Industries,Military/Government/Technical
JAGX,"Jaguar Health, Inc.",0.3499,26909064.7485,n/a,2015,Health Care,Major Pharmaceuticals
JAKK,"JAKKS Pacific, Inc.",5.12,25333340.16,n/a,1996,Consumer Non-Durables,Recreational Products/Toys
JHX,James Hardie Industries plc.,29.46,13078381633.74,n/a,n/a,Capital Goods,Building Materials
JRVR,"James River Group Holdings, Ltd.",45.58,1395210773.74,n/a,2014,Finance,Property-Casualty Insurers
JAMF,Jamf Holding Corp.,31.7,3696105404.5,n/a,2020,Technology,Computer Software: Prepackaged Software
JAN,JanOne Inc.,4.27,7814023.14,n/a,n/a,Consumer Services,Home Furnishings
JHG,Janus Henderson Group plc,28.53,5175505562.49,n/a,2017,Finance,Investment Managers
JSML,Janus Henderson Small Cap Growth Alpha ETF,57.6953,0,n/a,n/a,n/a,n/a
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,58.5313,0,n/a,n/a,n/a,n/a
JOF,Japan Smaller Capitalization Fund Inc,9.25,262088510.25,n/a,1990,n/a,n/a
JWS,Jaws Acquisition Corp.,11.43,985837500,n/a,2020,Finance,Business Services
JWS.U,Jaws Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
JWS.WS,Jaws Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
JAZZ,Jazz Pharmaceuticals plc,140.71,7839517784.26,n/a,2007,Health Care,Major Pharmaceuticals
JBGS,JBG SMITH Properties,30.74,4071964939.48,n/a,2017,Consumer Services,Real Estate Investment Trusts
JD,"JD.com, Inc.",85.35,78339717919.65,917864299,2014,Consumer Services,Other Specialty Stores
JEF,Jefferies Financial Group Inc.,22.73,5776735966.05,n/a,n/a,Finance,Investment Bankers/Brokers/Service
JELD,"JELD-WEN Holding, Inc.",24.19,2437183598.81,n/a,2017,Basic Industries,Forest Products
JRSH,"Jerash Holdings (US), Inc.",5.43,61494750,n/a,2018,Consumer Non-Durables,Apparel
JBLU,JetBlue Airways Corporation,15.09,4111778263.41,n/a,2002,Transportation,Air Freight/Delivery Services
JCTCF,Jewett-Cameron Trading Company,8.9,30982341.8,n/a,n/a,Consumer Services,RETAIL: Building Materials
FROG,JFrog Ltd.,70.36,6416352144.8,n/a,2020,Technology,Computer Software: Prepackaged Software
JT,Jianpu Technology Inc.,2.84,60021091.08,n/a,2017,Technology,"Computer Software: Programming, Data Processing"
JFIN,Jiayin Group Inc.,3.31,13322750,4025000,2019,Finance,Finance: Consumer Services
JKS,JinkoSolar Holding Company Limited,69.04,3070271902.56,n/a,2010,Technology,Semiconductors
JYAC,Jiya Acquisition Corp.,9.91,128830000,n/a,2020,Finance,Business Services
JMP,JMP Group LLC,3,58997841,n/a,2007,Finance,Investment Bankers/Brokers/Service
JMPNL,JMP Group LLC,24,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service
JMPNZ,JMP Group LLC,22.8,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service
JBSS,"John B. Sanfilippo & Son, Inc.",74.21,847451261.77,n/a,1991,Consumer Non-Durables,Specialty Foods
JBT,John Bean Technologies Corporation,110.56,3507980462.56,n/a,n/a,Technology,Industrial Machinery/Components
BTO,John Hancock Financial Opportunities Fund,28.65,536336308.5,n/a,1994,n/a,n/a
HEQ,John Hancock Hedged Equity & Income Fund,11.25,137517896.25,n/a,2011,n/a,n/a
JHS,John Hancock Income Securities Trust,16.07,187160620.95,n/a,n/a,n/a,n/a
JHI,John Hancock Investors Trust,17.11,148977197.75,n/a,n/a,n/a,n/a
HPF,John Hancock Pfd Income Fund II,18.34,391976565.12,n/a,2002,n/a,n/a
HPI,John Hancock Preferred Income Fund,19.26,504458497.8,n/a,2002,n/a,n/a
HPS,John Hancock Preferred Income Fund III,17.06,540756279.2,n/a,2003,n/a,n/a
PDT,John Hancock Premium Dividend Fund,14.02,681992623.34,n/a,n/a,n/a,n/a
HTD,John Hancock Tax Advantaged Dividend Income Fund,21.03,744479223.57,n/a,2004,n/a,n/a
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,5.5,60024266.5,n/a,n/a,n/a,n/a
JW.A,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a
JW.B,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a
JNJ,Johnson & Johnson,144.68,380876273784.96,n/a,n/a,Health Care,Major Pharmaceuticals
JCI,Johnson Controls International plc,46.04,33328715250.12,n/a,n/a,Consumer Services,Other Consumer Services
JOUT,Johnson Outdoors Inc.,83.6,843089196.4,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys
JLL,Jones Lang LaSalle Incorporated,132.29,6786860508.71,n/a,n/a,Finance,Real Estate
JNCE,"Jounce Therapeutics, Inc.",7.15,284938046.25,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
YY,JOYY Inc.,89.07,4984590919.68,55962624,2012,Technology,EDP Services
JMIA,Jumia Technologies AG,32.17,2608374611.88,n/a,2019,Consumer Services,Catalog/Specialty Distribution
JIH,"Juniper Industrial Holdings, Inc.",10.46,451087500,n/a,2019,Finance,Business Services
JIH.U,"Juniper Industrial Holdings, Inc.",n/a,0,n/a,2019,n/a,n/a
JIH.WS,"Juniper Industrial Holdings, Inc.",n/a,0,n/a,n/a,n/a,n/a
JNPR,"Juniper Networks, Inc.",21.77,7178360861.98,n/a,1999,Technology,Computer Communications Equipment
JP,Jupai Holdings Limited,2.07,69788636.19,n/a,2015,Consumer Services,Other Consumer Services
JAQC,Jupiter Acquisition Corporation,n/a,0,n/a,n/a,n/a,n/a
JAQCU,Jupiter Acquisition Corporation,n/a,0,n/a,n/a,Finance,Business Services
JUPW,"Jupiter Wellness, Inc.",5.2,46968131.6,n/a,2020,Consumer Non-Durables,Package Goods/Cosmetics
JUPWW,"Jupiter Wellness, Inc.",0.4208,0,n/a,2020,Consumer Non-Durables,Package Goods/Cosmetics
JE,"Just Energy Group, Inc.",4.9,235451512.1,n/a,n/a,Public Utilities,Oil/Gas Transmission
LRN,K12 Inc,23.33,969038402.83,n/a,n/a,Consumer Services,Other Consumer Services
KAI,Kadant Inc,127.91,1472187819.6,n/a,n/a,Technology,Industrial Machinery/Components
KDMN,"Kadmon Holdings, Inc.",4.36,747796440.2,n/a,n/a,Health Care,Major Pharmaceuticals
KALU,Kaiser Aluminum Corporation,77.98,1233032938.62,n/a,n/a,Capital Goods,Metal Fabrications
KXIN,Kaixin Auto Holdings,6.49,419761187.01,n/a,2017,Consumer Durables,Automotive Aftermarket
KALA,"Kala Pharmaceuticals, Inc.",7.46,418206592.9,n/a,2017,Health Care,Major Pharmaceuticals
KLDO,"Kaleido Biosciences, Inc.",7.88,283538987.4,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLR,"Kaleyra, Inc.",9.02,264516740.62,n/a,2018,Technology,EDP Services
KLR.WS,"Kaleyra, Inc.",n/a,0,n/a,n/a,n/a,n/a
